Site Folder,url,Multimodal_Decision,Image Phish Score,Image_Decision,Text Phish Score,Text_Decision,Image Features,Text Features,Fused Features
maciel.med.br_duplicate,http://maciel.med.br/wp-includes/images/up/form/confirm.htm,phishing,0.0,0,0.7,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2312
95469149680-dot-oppaiwiuwe.rj.r.appspot.com,http://95469149680-dot-oppaiwiuwe.rj.r.appspot.com/,phishing,1.0,1,0.33,0,1.00|1.00|0.93|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.33,0.2400|0.2400|0.2232|0.2400|0.2400|0.2400|0.0000|0.1920|0.0022|0.0000|0.0000|0.0000|0.2400|0.0000|0.2400|0.0000|0.0000|0.2853|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0927
animalwelfareinc.org,http://animalwelfareinc.org/wp-content/themes/ado/adobelatest/adbx/home/index.php,phishing,1.0,1,1.07,1,1.00|1.00|0.96|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2392|0.2392|0.2301|0.2392|0.2392|0.2392|0.0000|0.1913|0.0031|0.0000|0.0000|0.0000|0.2392|0.0000|0.2392|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
cpcontacts.serviceupgrade.ga,http://cpcontacts.serviceupgrade.ga/ionos/authenticate,phishing,1.0,1,0.41,0,1.00|1.00|0.91|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2405|0.2405|0.2195|0.2405|0.2405|0.2405|0.0000|0.1924|0.0009|0.0000|0.0000|0.0000|0.2405|0.0000|0.2405|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
alanetterfiles.000webhostapp.com,http://alanetterfiles.000webhostapp.com/,phishing,1.0,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0015|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
jaywatsonfiles.000webhostapp.com,http://jaywatsonfiles.000webhostapp.com/,phishing,1.0,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0015|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
realestateinvestordatabase.com_duplicate,http://realestateinvestordatabase.com/wp-content/uploads/2019/12/login.php,phishing,1.0,1,0.91,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.05|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|1.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.91,0.2221|0.2221|0.1887|0.2221|0.2221|0.2221|0.0000|0.1554|0.0115|0.0000|0.2221|0.1887|0.2221|0.0000|0.2221|0.0000|0.0000|0.1366|0.1366|0.1366|0.1366|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1240
www.bossoillwell.com_duplicate,https://www.bossoillwell.com/good/showmessaget/302,benign,0.6,0,0.2,0,1.00|1.00|0.89|1.00|0.00|0.00|1.00|0.80|0.00|0.00|0.00|0.00|0.00|0.00|0.60,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2907|0.2907|0.2599|0.2907|0.0000|0.0000|0.2907|0.2325|0.0003|0.0000|0.0000|0.0000|0.0000|0.0000|0.1744|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
mexnoticias.mx,http://mexnoticias.mx/de/cgi/login/?m=ai5sdwvzy2hlckbic2dtymguy29t,phishing,1.0,1,0.37,0,1.00|1.00|0.93|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.2400|0.2400|0.2231|0.2400|0.2400|0.2400|0.0000|0.1920|0.0008|0.0000|0.0000|0.0000|0.2400|0.0000|0.2400|0.0000|0.0000|0.2053|0.0000|0.2053|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0754
173.82.143.219,http://173.82.143.219/Billing.php,phishing,1.0,1,0.2,0,1.00|1.00|0.97|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2389|0.2389|0.2325|0.2389|0.2389|0.2389|0.0000|0.1911|0.0006|0.0000|0.0000|0.0000|0.2389|0.0000|0.2389|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
contractcomplianceservices.com,http://contractcomplianceservices.com/tuvera/index.php,phishing,1.0,1,1.07,1,1.00|1.00|0.97|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2390|0.2390|0.2315|0.2390|0.2390|0.2390|0.0000|0.1912|0.0012|0.0000|0.0000|0.0000|0.2390|0.0000|0.2390|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
signln-eboy.de,https://signln-eboy.de/,phishing,1.0,1,0.37,0,1.00|1.00|0.98|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.2260|0.2260|0.2206|0.2260|0.2260|0.2260|0.2260|0.1808|0.0009|0.0000|0.0000|0.0000|0.2260|0.0000|0.2260|0.0000|0.0000|0.2053|0.0000|0.2053|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0754
upliftmepk.com,http://upliftmepk.com/amz5/b8473/,phishing,1.0,1,0.7,1,1.00|1.00|0.98|1.00|1.00|0.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2540|0.2540|0.2481|0.2540|0.2540|0.0000|0.0000|0.2032|0.0013|0.0000|0.0000|0.0000|0.2540|0.0000|0.2540|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
u449222428.ha003.t.justns.ru,http://u449222428.ha003.t.justns.ru/xsuuportx10/profiles/process.php?dispatch=,phishing,0.0,0,0.76,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.76,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4356|0.0000|0.4356|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3324
dallascityhall-inv-auth.tk,http://dallascityhall-inv-auth.tk/adobe/email/invoice,phishing,1.0,1,0.7,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.02|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0053|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
app-eventdisable.serveirc.com,https://app-eventdisable.serveirc.com/_,benign,0.6,0,0.33,0,1.00|1.00|0.89|1.00|0.00|0.00|1.00|0.80|0.01|0.00|0.00|0.00|0.00|0.00|0.60,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.33,0.2908|0.2908|0.2592|0.2908|0.0000|0.0000|0.2908|0.2326|0.0025|0.0000|0.0000|0.0000|0.0000|0.0000|0.1745|0.0000|0.0000|0.2853|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0927
alfazzaland.com_duplicate,http://alfazzaland.com/wp-content/plugins/lnc/lnc/ticket/fdf4111d586f5e286279b9d66/payment.php?ip=129.232.167.211,phishing,1.0,1,0.2,0,1.00|1.00|0.98|1.00|1.00|0.00|0.00|0.80|0.02|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2538|0.2538|0.2494|0.2538|0.2538|0.0000|0.0000|0.2030|0.0057|0.0000|0.0000|0.0000|0.2538|0.0000|0.2538|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
grgpng.dynu.net,https://grgpng.dynu.net/repairs,phishing,1.0,1,0.24,0,1.00|1.00|0.94|1.00|1.00|0.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2397|0.2397|0.2263|0.2397|0.2397|0.0000|0.2397|0.1917|0.0007|0.0000|0.0000|0.0000|0.2397|0.0000|0.2397|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
meljackson.net,http://meljackson.net/SharePoint/pdf.php?l=_JeHFUq_VJOXK0QWHtoGYDw_payment-TTcopy,phishing,1.0,1,1.2,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|1.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.20,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0028|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1100|0.1100|0.1100|0.1100|0.1100|0.1100|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1320
facebook.market.fireequipmentservicecenter.com,https://facebook.market.fireequipmentservicecenter.com/b63923667b,phishing,1.0,1,0.7,1,1.00|1.00|0.99|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2257|0.2257|0.2231|0.2257|0.2257|0.2257|0.2257|0.1806|0.0006|0.0000|0.0000|0.0000|0.2257|0.0000|0.2257|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
reberryllla11.com_duplicate,https://reberryllla11.com/ama/mazon/amazon/signin.php,phishing,1.0,1,0.7,1,1.00|1.00|0.98|1.00|1.00|1.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2260|0.2260|0.2206|0.2260|0.2260|0.2260|0.2260|0.1808|0.0011|0.0000|0.0000|0.0000|0.2260|0.0000|0.2260|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
atandtweb.weebly.com,https://atandtweb.weebly.com/,phishing,1.0,1,0.41,0,1.00|1.00|0.93|1.00|1.00|0.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2401|0.2401|0.2230|0.2401|0.2401|0.0000|0.2401|0.1920|0.0006|0.0000|0.0000|0.0000|0.2401|0.0000|0.2401|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
mail.diyar.uz,http://mail.diyar.uz/192837560311ocKontaktiert3A2F2F2Fws2FISAPIdllFM2MContact26item3D14276952031426requested3Kundenservice-raiuyyuuft.fmd.html,phishing,1.0,1,0.47,0,1.00|1.00|0.97|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.47,0.2390|0.2390|0.2318|0.2390|0.2390|0.2390|0.0000|0.1912|0.0009|0.0000|0.0000|0.0000|0.2390|0.0000|0.2390|0.1671|0.0000|0.1671|0.0000|0.1671|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0787
loreal.oh-wear.com_duplicate,https://loreal.oh-wear.com/AU/Adobe2019,phishing,0.0,0,0.82,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.82,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2937|0.2937|0.2937|0.0000|0.2937|0.2937|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2423
amazon.co.uk.6l0i.ru,https://amazon.co.uk.6l0i.ru/f/index.php,phishing,1.0,1,0.7,1,1.00|1.00|0.99|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2258|0.2258|0.2226|0.2258|0.2258|0.2258|0.2258|0.1806|0.0004|0.0000|0.0000|0.0000|0.2258|0.0000|0.2258|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
textlifestylerookiec.gq,http://textlifestylerookiec.gq/documenteOview/rvqjseptt66izwsmtj5rwj6k.php?cmd=_view-details&sssion=ab4e7b8ada765e3998e1c3fed7d1c8b2&dispatch=bd89e176211ca82cac304ab8cb3a144ad7c66202,phishing,1.0,1,0.7,1,1.00|1.00|0.98|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2386|0.2386|0.2345|0.2386|0.2386|0.2386|0.0000|0.1909|0.0019|0.0000|0.0000|0.0000|0.2386|0.0000|0.2386|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
kerimburski.5v.pl,http://kerimburski.5v.pl/,phishing,1.0,1,0.2,0,1.00|1.00|0.95|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2394|0.2394|0.2285|0.2394|0.2394|0.2394|0.0000|0.1915|0.0014|0.0000|0.0000|0.0000|0.2394|0.0000|0.2394|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
dmy.360degreehosting.com,http://dmy.360degreehosting.com/x/veiwonline/AdobeV20/invoice.php/resources/admin/fckeditor/admin/admin/admin/login/adm/files,phishing,1.0,1,0.2,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.02|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0035|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
proctor0000h.000webhostapp.com,https://proctor0000h.000webhostapp.com/login.php,phishing,1.0,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0014|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
lamarzocco.com.pk,http://lamarzocco.com.pk/EMS/EMS%20POST/post/china/logistic/intraship/emss.php,phishing,0.0,0,0.7,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2312
accedissl.naptel.net,https://accedissl.naptel.net/sing.ins.ebyson.desdfdff.5rgdfgfdfgd7e42a51529/4c1f00cd117e0f1e8e42a646ccb9ffcc.php,phishing,1.0,1,0.37,0,1.00|1.00|0.98|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.2260|0.2260|0.2206|0.2260|0.2260|0.2260|0.2260|0.1808|0.0009|0.0000|0.0000|0.0000|0.2260|0.0000|0.2260|0.0000|0.0000|0.2053|0.0000|0.2053|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0754
footballconvo.co.za,https://footballconvo.co.za/wp-content/Apple-ID.html,phishing,1.0,1,1.07,1,1.00|1.00|0.94|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2269|0.2269|0.2125|0.2269|0.2269|0.2269|0.2269|0.1815|0.0006|0.0000|0.0000|0.0000|0.2269|0.0000|0.2269|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
caviarkelp.com,http://caviarkelp.com/adobe/acrobat/view.php,phishing,1.0,1,1.07,1,1.00|1.00|0.96|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2392|0.2392|0.2301|0.2392|0.2392|0.2392|0.0000|0.1913|0.0031|0.0000|0.0000|0.0000|0.2392|0.0000|0.2392|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
adobe-docs.000webhostapp.com_duplicate,http://adobe-docs.000webhostapp.com/login/sign-in.php,phishing,0.0,0,0.7,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2312
raymondreich.com,http://raymondreich.com/quotation/Validation,phishing,1.0,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0019|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
m-facebook-profile.item4324853.com_duplicate,https://m-facebook-profile.item4324853.com/7FTltbAd9c,phishing,1.0,1,0.2,0,1.00|1.00|0.98|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2258|0.2258|0.2221|0.2258|0.2258|0.2258|0.2258|0.1807|0.0004|0.0000|0.0000|0.0000|0.2258|0.0000|0.2258|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
sow101.com,http://sow101.com/new/Adobe%20final%20auto/view/login.php?cmd=login_submit&amp;id=7fdafaf6c0067e107c18d1fc0c2aaa057fdafaf6c0067e107c18d1fc0c2aaa05,phishing,1.0,1,0.53,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.05|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.2221|0.2221|0.1887|0.2221|0.2221|0.2221|0.0000|0.1554|0.0115|0.0000|0.2221|0.1887|0.2221|0.0000|0.2221|0.0000|0.0000|0.1655|0.0000|0.1655|0.1655|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0882
proxima-net.com,http://proxima-net.com/0193/webscr/,phishing,1.0,1,0.41,0,1.00|1.00|0.98|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2386|0.2386|0.2349|0.2386|0.2386|0.2386|0.0000|0.1909|0.0007|0.0000|0.0000|0.0000|0.2386|0.0000|0.2386|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
azzelia.com,http://azzelia.com/css/ado.htm?cmd=login_submit&amp;id=c6a8f79527e072fb0036c5046c380623c6a8f79527e072fb0036c5046c380623&amp;session=c6a8f79527e072fb0036c5046c380623c6a8f79527e072fb0036c5046c380623,phishing,1.0,1,0.7,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0010|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
fbkrelatormarketplace.realtomarkrpopertys.us,https://fbkrelatormarketplace.realtomarkrpopertys.us/view-signin.php?facebook_com=&mUniqueID=906838899,benign,0.0,0,0.53,1,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3863|0.0000|0.3863|0.3863|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2059
passportalibaba.gearhostpreview.com,http://passportalibaba.gearhostpreview.com/alibaba.com/icbu_login.html,phishing,1.0,1,0.41,0,1.00|1.00|0.91|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2406|0.2406|0.2185|0.2406|0.2406|0.2406|0.0000|0.1925|0.0030|0.0000|0.0000|0.0000|0.2406|0.0000|0.2406|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
proyekto-x.com,http://proyekto-x.com/toy/Indexxatt/Indexxatt.htm,phishing,1.0,1,0.7,1,1.00|1.00|0.94|1.00|1.00|0.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2551|0.2551|0.2409|0.2551|0.2551|0.0000|0.0000|0.2041|0.0007|0.0000|0.0000|0.0000|0.2551|0.0000|0.2551|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
education2019.com,https://education2019.com/mazon/amazon/,phishing,1.0,1,0.7,1,1.00|1.00|0.98|1.00|1.00|0.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2388|0.2388|0.2332|0.2388|0.2388|0.0000|0.2388|0.1910|0.0012|0.0000|0.0000|0.0000|0.2388|0.0000|0.2388|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
